VFB_ID	external_IDs	cell_types
VFB_00101964	['15724636']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101965	['15725127']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101966	['15725545']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101967	['15725673']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101928	['15688358']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101929	['15689373']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101930	['15690093']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101935	['15699715']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101936	['15700147']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101937	['15711222']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101938	['15711289']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101931	['15690392']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101932	['15690711']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101933	['15690955']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101934	['15698623']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101939	['15712024']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101940	['15713206']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101941	['15713374']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101946	['15715151']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101947	['15715643']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101948	['15715796']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101949	['15716094']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101942	['15714173']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101943	['15714330']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101944	['15714639']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101945	['15714845']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101906	['15671481']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101907	['15671848']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101908	['15672153']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101909	['15672957']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101913	['15674262']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101914	['15675901']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101915	['15677030']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101916	['15677323']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101910	['15673867']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101911	['15673925']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101912	['15674083']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101917	['15678441']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101918	['15678833']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101919	['15678849']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101924	['15681246']	['neuron']
VFB_00101925	['15681740']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101926	['15686444']	['neuron']
VFB_00101927	['15686512']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101920	['15679484']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101921	['15679577']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101922	['15680093']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101923	['15680710']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101902	['15653432']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101903	['15653927']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101904	['15656435']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101905	['15658013']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101900	['15652529']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101901	['15653288']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_001015bp	['9842000']	['embryonic/larval neuron', 'neuron']
VFB_001015d2	['16687841']	['embryonic/larval neuron', 'neuron']
VFB_001015bq	['10681487']	['embryonic/larval neuron', 'neuron']
VFB_001015d3	['16688280']	['embryonic/larval neuron', 'neuron']
VFB_001015br	['10682411']	['embryonic/larval neuron', 'neuron']
VFB_001015d4	['16688373']	['embryonic/larval neuron', 'neuron']
VFB_001015bs	['10684539']	['embryonic/larval neuron', 'neuron']
VFB_001015d5	['16688452']	['neuron', 'embryonic/larval neuron']
VFB_001015bl	['9408003']	['embryonic/larval neuron', 'neuron']
VFB_001015bm	['9524538']	['embryonic/larval neuron', 'neuron']
VFB_001015bn	['9787933']	['embryonic/larval neuron', 'neuron']
VFB_001015d0	['16683943']	['embryonic/larval neuron', 'neuron']
VFB_001015bo	['9800178']	['embryonic/larval neuron', 'neuron']
VFB_001015d1	['16686810']	['embryonic/larval neuron', 'neuron']
VFB_001015bx	['10963761']	['neuron', 'embryonic/larval neuron']
VFB_001015by	['11003707']	['neuron', 'embryonic/larval neuron']
VFB_001015bz	['11144258']	['neuron', 'embryonic/larval neuron']
VFB_001015bt	['10781924']	['neuron', 'embryonic/larval neuron']
VFB_001015d6	['16911458']	['embryonic/larval neuron', 'neuron']
VFB_001015bu	['10797407']	['embryonic/larval neuron', 'neuron']
VFB_001015d7	['17003953']	['neuron', 'embryonic/larval neuron']
VFB_001015bv	['10842368']	['neuron', 'embryonic/larval neuron']
VFB_001015d8	['17352470']	['neuron', 'embryonic/larval neuron']
VFB_001015bw	['10958210']	['neuron', 'embryonic/larval neuron']
VFB_001015d9	['17525174']	['embryonic/larval neuron', 'neuron']
VFB_001015ca	['12678851']	['embryonic/larval neuron', 'neuron']
VFB_001015cb	['12702645']	['embryonic/larval neuron', 'neuron']
VFB_001015cc	['12704360']	['embryonic/larval neuron', 'neuron']
VFB_001015cd	['13046184']	['embryonic/larval neuron', 'neuron']
VFB_001015ci	['14333371']	['neuron', 'embryonic/larval neuron']
VFB_001015cj	['14760757']	['embryonic/larval neuron', 'neuron']
VFB_001015ck	['14971928']	['embryonic/larval neuron', 'neuron']
VFB_001015cl	['15217212']	['neuron', 'embryonic/larval neuron']
VFB_001015ce	['13168737']	['embryonic/larval neuron', 'neuron']
VFB_001015cf	['13764284']	['embryonic/larval neuron', 'neuron']
VFB_001015cg	['13950464']	['neuron', 'embryonic/larval neuron']
VFB_001015ch	['14034311']	['embryonic/larval neuron', 'neuron']
VFB_001015cq	['15711437']	['neuron', 'embryonic/larval neuron']
VFB_001015e3	['19297542']	['neuron', 'embryonic/larval neuron']
VFB_001015cr	['15804555']	['neuron', 'embryonic/larval neuron']
VFB_001015e4	['19297549']	['neuron', 'embryonic/larval neuron']
VFB_001015cs	['15906558']	['neuron', 'embryonic/larval neuron']
VFB_001015e5	['19297555']	['neuron', 'embryonic/larval neuron']
VFB_001015ct	['16045758']	['neuron', 'embryonic/larval neuron']
VFB_001015e6	['19297567']	['embryonic/larval neuron', 'neuron']
VFB_001015cm	['15217317']	['neuron', 'embryonic/larval neuron']
VFB_001015cn	['15232796']	['neuron', 'embryonic/larval neuron']
VFB_001015e0	['19279295']	['embryonic/larval neuron', 'neuron']
VFB_001015co	['15568134']	['embryonic/larval neuron', 'neuron']
VFB_001015e1	['19279307']	['embryonic/larval neuron', 'neuron']
VFB_001015cp	['15639294']	['embryonic/larval neuron', 'neuron']
VFB_001015e2	['19288801']	['neuron', 'embryonic/larval neuron']
VFB_001015cy	['16544485']	['embryonic/larval neuron', 'neuron']
VFB_001015cz	['16683883']	['embryonic/larval neuron', 'neuron']
VFB_001015cu	['16303262']	['embryonic/larval neuron', 'neuron']
VFB_001015e7	['19297573']	['neuron', 'embryonic/larval neuron']
VFB_001015cv	['16409132']	['neuron', 'embryonic/larval neuron']
VFB_001015e8	['19297584']	['neuron', 'embryonic/larval neuron']
VFB_001015cw	['16432073']	['neuron', 'embryonic/larval neuron']
VFB_001015e9	['19297590']	['neuron', 'embryonic/larval neuron']
VFB_001015cx	['16434842']	['neuron', 'embryonic/larval neuron']
VFB_001015db	['17896997']	['embryonic/larval neuron', 'neuron']
VFB_001015dc	['17937123']	['embryonic/larval neuron', 'neuron']
VFB_001015dd	['18740553']	['embryonic/larval neuron', 'neuron']
VFB_001015de	['19017854']	['neuron', 'embryonic/larval neuron']
VFB_001015da	['17671375']	['embryonic/larval neuron', 'neuron']
VFB_001015dj	['19073065']	['neuron', 'embryonic/larval neuron']
VFB_001015dk	['19073076']	['embryonic/larval neuron', 'neuron']
VFB_001015dl	['19099474']	['embryonic/larval neuron', 'neuron']
VFB_001015dm	['19099485']	['embryonic/larval neuron', 'neuron']
VFB_001015df	['19022898']	['embryonic/larval neuron', 'neuron']
VFB_001015dg	['19029736']	['embryonic/larval neuron', 'neuron']
VFB_001015dh	['19037563']	['neuron', 'embryonic/larval neuron']
VFB_001015di	['19040382']	['embryonic/larval neuron', 'neuron']
VFB_001015b0	['6978585']	['embryonic/larval neuron', 'neuron']
VFB_001015b1	['7005184']	['neuron', 'embryonic/larval neuron']
VFB_001015b2	['7012280']	['neuron', 'embryonic/larval neuron']
VFB_001015b3	['7335439']	['embryonic/larval neuron', 'neuron']
VFB_001015b8	['7627878']	['neuron', 'embryonic/larval neuron']
VFB_001015b9	['7768599']	['embryonic/larval neuron', 'neuron']
VFB_001015b4	['7476468']	['embryonic/larval neuron', 'neuron']
VFB_001015b5	['7529574']	['neuron', 'embryonic/larval neuron']
VFB_001015b6	['7530253']	['embryonic/larval neuron', 'neuron']
VFB_001015b7	['7569260']	['neuron', 'embryonic/larval neuron']
VFB_001015aa	['4234351']	['neuron', 'embryonic/larval neuron']
VFB_001015ab	['4249996']	['neuron', 'embryonic/larval neuron']
VFB_001015ag	['5007013']	['embryonic/larval neuron', 'neuron']
VFB_001015ah	['5010581']	['embryonic/larval neuron', 'neuron']
VFB_001015ai	['5252487']	['embryonic/larval neuron', 'neuron']
VFB_001015aj	['5375337']	['neuron', 'embryonic/larval neuron']
VFB_001015ac	['4379508']	['embryonic/larval neuron', 'neuron']
VFB_001015ad	['4874953']	['neuron', 'embryonic/larval neuron']
VFB_001015ae	['4995819']	['embryonic/larval neuron', 'neuron']
VFB_001015af	['4996106']	['neuron', 'embryonic/larval neuron']
VFB_001015ao	['5869204']	['neuron', 'embryonic/larval neuron']
VFB_001015c1	['11193510']	['embryonic/larval neuron', 'neuron']
VFB_001015ap	['5890323']	['embryonic/larval neuron', 'neuron']
VFB_001015c2	['11244099']	['embryonic/larval neuron', 'neuron']
VFB_001015aq	['5955853']	['embryonic/larval neuron', 'neuron']
VFB_001015c3	['11512247']	['neuron', 'embryonic/larval neuron']
VFB_001015ar	['5956787']	['neuron', 'embryonic/larval neuron']
VFB_001015c4	['11645541']	['embryonic/larval neuron', 'neuron']
VFB_001015ak	['5462705']	['embryonic/larval neuron', 'neuron']
VFB_001015al	['5469039']	['embryonic/larval neuron', 'neuron']
VFB_001015am	['5638694']	['neuron', 'embryonic/larval neuron']
VFB_001015an	['5807777']	['embryonic/larval neuron', 'neuron']
VFB_001015c0	['11146422']	['embryonic/larval neuron', 'neuron']
VFB_001015aw	['6317793']	['neuron', 'embryonic/larval neuron']
VFB_001015c9	['12299704']	['neuron', 'embryonic/larval neuron']
VFB_001015ax	['6431282']	['embryonic/larval neuron', 'neuron']
VFB_001015ay	['6812313']	['embryonic/larval neuron', 'neuron']
VFB_001015az	['6921588']	['neuron', 'embryonic/larval neuron']
VFB_001015as	['5973097']	['neuron', 'embryonic/larval neuron']
VFB_001015c5	['11695602']	['neuron', 'embryonic/larval neuron']
VFB_001015at	['5976168']	['embryonic/larval neuron', 'neuron']
VFB_001015c6	['11851588']	['neuron', 'embryonic/larval neuron']
VFB_001015au	['6061068']	['embryonic/larval neuron', 'neuron']
VFB_001015c7	['12178825']	['neuron', 'embryonic/larval neuron']
VFB_001015av	['6236300']	['neuron', 'embryonic/larval neuron']
VFB_001015c8	['12293334']	['neuron', 'embryonic/larval neuron']
VFB_001015ba	['7799610']	['neuron', 'embryonic/larval neuron']
VFB_001015bb	['8699844']	['embryonic/larval neuron', 'neuron']
VFB_001015bc	['8765298']	['neuron', 'embryonic/larval neuron']
VFB_001015bh	['9151980']	['embryonic/larval neuron', 'neuron']
VFB_001015bi	['9170669']	['neuron', 'embryonic/larval neuron']
VFB_001015bj	['9254491']	['embryonic/larval neuron', 'neuron']
VFB_001015bk	['9372642']	['embryonic/larval neuron', 'neuron']
VFB_001015bd	['8813113']	['neuron', 'embryonic/larval neuron']
VFB_001015be	['9022427']	['embryonic/larval neuron', 'neuron']
VFB_001015bf	['9037304']	['embryonic/larval neuron', 'neuron']
VFB_001015bg	['9146908']	['neuron', 'embryonic/larval neuron']
VFB_001015a0	['3926669']	['embryonic/larval neuron', 'neuron']
VFB_001015a1	['3926904']	['neuron', 'embryonic/larval neuron']
VFB_001015a2	['3928522']	['neuron', 'embryonic/larval neuron']
VFB_001015a7	['4061049']	['neuron', 'embryonic/larval neuron']
VFB_001015a8	['4127707']	['neuron', 'embryonic/larval neuron']
VFB_001015a9	['4188290']	['embryonic/larval neuron', 'neuron']
VFB_001015a3	['3928574']	['neuron', 'embryonic/larval neuron']
VFB_001015a4	['3928652']	['neuron', 'embryonic/larval neuron']
VFB_001015a5	['3930411']	['neuron', 'embryonic/larval neuron']
VFB_001015a6	['3946569']	['embryonic/larval neuron', 'neuron']
VFB_00101690	['4023881']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101691	['4030526']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101696	['4120910']	['neuron']
VFB_00101697	['4249897']	['neuron', 'larval NPF neuron']
VFB_00101698	['4338596']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101699	['4603253']	['neuron']
VFB_00101692	['4044654']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101693	['4059758']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101694	['4096703']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101695	['4097554']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101674	['3652587']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101675	['3728746']	['neuron']
VFB_00101676	['3732322']	['neuron']
VFB_00101677	['3762060']	['neuron']
VFB_00101670	['3608397']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101671	['3609202']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101672	['3639968']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101673	['3650600']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101678	['3795498']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101679	['3801211']	['neuron']
VFB_00101680	['3822523']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101685	['3946364']	['neuron']
VFB_00101686	['3948033']	['neuron']
VFB_00101687	['3966683']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101688	['3985829']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101681	['3859195']	['neuron']
VFB_00101682	['3945232']	['larval mushroom body feedforward neuron 4', 'neuron']
VFB_00101683	['3945454']	['larval mushroom body feedforward neuron 5', 'neuron']
VFB_00101684	['3946166']	['neuron']
VFB_00101689	['4017089']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101652	['3071301']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101653	['3123905']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101654	['3157405']	['neuron', 'larval mushroom body feed across neuron 1']
VFB_00101655	['3158123']	['neuron']
VFB_00101650	['3050645']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101651	['3054101']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101656	['3189407']	['neuron']
VFB_00101657	['3199456']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101658	['3267019']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101659	['3340561']	['larval antennal-pharyngeal nerve motor neuron', 'neuron']
VFB_00101663	['3454765']	['neuron']
VFB_00101664	['3477008']	['neuron']
VFB_00101665	['3487306']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101666	['3498479']	['neuron']
VFB_00101660	['3356289']	['neuron']
VFB_00101661	['3414508']	['neuron']
VFB_00101662	['3443129']	['neuron']
VFB_00101667	['3556191']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101668	['3562954']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101669	['3586984']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101630	['2289486']	['neuron']
VFB_00101631	['2302816']	['neuron', 'larval prothoracic accessory nerve sensory neuron']
VFB_00101632	['2305234']	['neuron', 'larval prothoracic accessory nerve sensory neuron']
VFB_00101633	['2320454']	['neuron']
VFB_00101638	['2432564']	['neuron']
VFB_00101639	['2495308']	['neuron', 'larval prothoracic accessory nerve sensory neuron']
VFB_00101634	['2321929']	['neuron']
VFB_00101635	['2376542']	['neuron']
VFB_00101636	['2391092']	['neuron', 'larval prothoracic accessory nerve motor neuron']
VFB_00101637	['2426397']	['neuron', 'larval mushroom body second order output neuron']
VFB_00101641	['2524026']	['neuron', 'larval prothoracic accessory nerve sensory neuron']
VFB_00101642	['2610744']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101643	['2668719']	['larval prothoracic accessory nerve sensory neuron', 'neuron']
VFB_00101644	['2669832']	['larval prothoracic accessory nerve sensory neuron', 'neuron']
VFB_00101640	['2505675']	['larval prothoracic accessory nerve sensory neuron', 'neuron']
VFB_00101649	['3044500']	['neuron']
VFB_00101645	['2799380']	['larval prothoracic accessory nerve sensory neuron', 'neuron']
VFB_00101646	['2936857']	['neuron']
VFB_00101647	['3032520']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101648	['3036249']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101609	['1400725']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101610	['1415168']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101611	['1419315']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101616	['1554836']	['neuron']
VFB_00101617	['1575789']	['neuron']
VFB_00101618	['1709802']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101619	['1715990']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101612	['1427012']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101613	['1431256']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101614	['1432836']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101615	['1540458']	['neuron']
VFB_00101620	['1822302']	['neuron']
VFB_00101621	['1924051']	['neuron']
VFB_00101622	['1939616']	['neuron']
VFB_00101627	['2200182']	['neuron']
VFB_00101628	['2220573']	['neuron', 'larval prothoracic accessory nerve motor neuron']
VFB_00101629	['2268281']	['neuron', 'larval prothoracic accessory nerve sensory neuron']
VFB_00101623	['2037005']	['neuron']
VFB_00101624	['2142817']	['neuron']
VFB_00101625	['2147157']	['neuron']
VFB_00101626	['2189894']	['neuron']
VFB_00101600	['1067653']	['neuron']
VFB_00101605	['1347886']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101606	['1351125']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101607	['1391179']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101608	['1392771']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101601	['1149968']	['neuron']
VFB_00101602	['1156684']	['neuron']
VFB_00101603	['1218587']	['neuron', 'larval antennal-pharyngeal nerve motor neuron']
VFB_00101604	['1334471']	['neuron']
VFB_00101790	['13645610']	['neuron']
VFB_00101795	['14930784']	['neuron']
VFB_00101796	['14962387']	['neuron']
VFB_00101797	['15225589']	['neuron']
VFB_00101798	['15250080']	['neuron']
VFB_00101791	['14035921']	['neuron']
VFB_00101792	['14273873']	['neuron']
VFB_00101793	['14313750']	['larval mushroom body one-step feedback neuron 8', 'neuron']
VFB_00101794	['14812545']	['larval mushroom body second order output neuron', 'neuron']
VFB_00101799	['15398807']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101773	['11671564']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101774	['11687553']	['neuron']
VFB_00101775	['11736972']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101776	['11745381']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101770	['11638511']	['larval mushroom body second order output neuron', 'neuron']
VFB_00101771	['11639192']	['neuron']
VFB_00101772	['11642879']	['larval mushroom body second order output neuron', 'neuron']
VFB_00101777	['11941255']	['neuron']
VFB_00101778	['11946903']	['neuron']
VFB_00101779	['12073881']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101784	['12740290']	['neuron']
VFB_00101785	['12901662']	['larval antennal-pharyngeal nerve motor neuron', 'neuron']
VFB_00101786	['13142932']	['neuron', 'larval mushroom body second order output neuron']
VFB_00101787	['13168715']	['neuron']
VFB_00101780	['12199926']	['neuron']
VFB_00101781	['12253020']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101782	['12260696']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101783	['12335381']	['neuron']
VFB_00101788	['13190771']	['neuron']
VFB_00101789	['13538010']	['neuron']
VFB_00101751	['9455885']	['neuron', 'larval mushroom body second order output neuron']
VFB_00101752	['9503414']	['neuron']
VFB_00101753	['9583435']	['larval mushroom body feedforward neuron 14', 'neuron']
VFB_00101754	['9712223']	['neuron']
VFB_00101750	['9015745']	['larval mushroom body feedforward neuron 14', 'neuron']
VFB_00101759	['9801441']	['neuron', 'larval mushroom body second order output neuron']
VFB_00101755	['9730269']	['neuron']
VFB_00101756	['9787592']	['neuron']
VFB_00101757	['9787672']	['neuron']
VFB_00101758	['9795662']	['neuron']
VFB_00101762	['9842383']	['neuron']
VFB_00101763	['9853425']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101764	['9934374']	['neuron']
VFB_00101765	['10263287']	['neuron']
VFB_00101760	['9808022']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101761	['9820270']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101766	['10768709']	['neuron']
VFB_00101767	['10934438']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101768	['11210000']	['larval lateral horn neuron', 'neuron', 'larval mushroom body second order output neuron']
VFB_00101769	['11637858']	['neuron']
VFB_00101730	['7571966']	['larval mushroom body second order output neuron', 'neuron']
VFB_00101731	['8055671']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101732	['8061047']	['neuron', 'larval maxillary-labial nerve motor neuron']
VFB_00101737	['8149490']	['larval maxillary-labial nerve motor neuron', 'neuron']
VFB_00101738	['8167773']	['neuron', 'larval maxillary-labial nerve motor neuron']
VFB_00101739	['8169737']	['neuron']
VFB_00101733	['8084863']	['larval maxillary-labial nerve motor neuron', 'neuron']
VFB_00101749	['8810739']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101744	['8238322']	['larval mushroom body second order output neuron', 'larval lateral horn neuron', 'neuron']
VFB_00101745	['8435311']	['larval maxillary-labial nerve motor neuron', 'neuron']
VFB_00101746	['8438283']	['larval mushroom body second order output neuron', 'neuron']
VFB_00101747	['8574714']	['larval prothoracic accessory nerve motor neuron', 'neuron']
VFB_00101708	['5120097']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101709	['5120990']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101710	['5186461']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101715	['5440613']	['larval maxillary-labial nerve motor neuron', 'neuron']
VFB_00101716	['5448622']	['larval maxillary-labial nerve sensory neuron', 'neuron']
VFB_00101717	['5450669']	['neuron', 'larval maxillary-labial nerve motor neuron']
VFB_00101718	['5452286']	['neuron', 'larval maxillary-labial nerve motor neuron']
VFB_00101711	['5434746']	['neuron', 'larval maxillary-labial nerve motor neuron']
VFB_00101712	['5435750']	['larval maxillary-labial nerve motor neuron', 'neuron']
VFB_00101713	['5437704']	['larval maxillary-labial nerve motor neuron', 'neuron']
VFB_00101714	['5439602']	['neuron', 'larval maxillary-labial nerve motor neuron']
VFB_00101719	['5453143']	['neuron', 'larval maxillary-labial nerve motor neuron']
VFB_00101720	['5558724']	['neuron']
VFB_00101721	['6133702']	['neuron']
VFB_00101726	['7424178']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101727	['7439388']	['neuron']
VFB_00101728	['7439909']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101729	['7556564']	['neuron', 'larval maxillary-labial nerve sensory neuron']
VFB_00101722	['6369544']	['neuron']
VFB_00101723	['6794664']	['neuron']
VFB_00101724	['6885133']	['neuron']
VFB_00101725	['7160160']	['larval antennal-pharyngeal nerve sensory neuron', 'neuron']
VFB_00101704	['5093516']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101705	['5095269']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101706	['5116147']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101707	['5116861']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101700	['4992273']	['neuron']
VFB_00101701	['4992322']	['neuron']
VFB_00101702	['5057916']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_00101703	['5088293']	['neuron', 'larval antennal-pharyngeal nerve sensory neuron']
VFB_001015ft	['19299903']	['embryonic/larval neuron', 'neuron']
VFB_001015fu	['19299909']	['embryonic/larval neuron', 'neuron']
VFB_001015fv	['19299915']	['embryonic/larval neuron', 'neuron']
VFB_001015fw	['19300046']	['embryonic/larval neuron', 'neuron']
VFB_001015fp	['19299864']	['embryonic/larval neuron', 'neuron']
VFB_001015fq	['19299875']	['neuron', 'embryonic/larval neuron']
VFB_001015fr	['19299886']	['neuron', 'embryonic/larval neuron']
VFB_001015fs	['19299897']	['embryonic/larval neuron', 'neuron']
VFB_001015fx	['19300125']	['embryonic/larval neuron', 'neuron']
VFB_001015fy	['19300574']	['embryonic/larval neuron', 'neuron']
VFB_001015fz	['19300580']	['embryonic/larval neuron', 'neuron']
VFB_001015ge	['19522274']	['neuron', 'embryonic/larval neuron']
VFB_001015gf	['19522280']	['neuron', 'embryonic/larval neuron']
VFB_001015gg	['19522286']	['neuron', 'embryonic/larval neuron']
VFB_001015gh	['19522300']	['embryonic/larval neuron', 'neuron']
VFB_001015ga	['19522212']	['embryonic/larval neuron', 'neuron']
VFB_001015gb	['19522227']	['neuron', 'embryonic/larval neuron']
VFB_001015gc	['19522237']	['embryonic/larval neuron', 'neuron']
VFB_001015gd	['19522251']	['neuron', 'embryonic/larval neuron']
VFB_001015gm	['19554543']	['embryonic/larval neuron', 'neuron']
