filename	label	is_a	part_of	overlaps	comment	dbxrefs
605758	muscle 93007 (T1LEG:605758)	prothoracic tibial reductor muscle cell	female organism|prothoracic leg		"femur muscle 4, anterior tibia reductor muscle fiber, femoral muscle fiber"	catmaid_leg40:605758
605771	neuron 95058 (T1LEG:605771)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103229, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:605771
605787	scolopidium 103250 (T1LEG:605787)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:605787
605800	neuron 82772 (T1LEG:605800)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:605800
605812	neuron 74046 (T1LEG:605812)	mechanosensory neuron of prothoracic trochanter hair plate TrHP6	female organism	prothoracic leg	"TrHP6, sensory neuron, hair plate, coxa-trochanter joint"	catmaid_leg40:605812
605828	neuron 82782 (T1LEG:605828)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:605828
605840	neuron 95070 (T1LEG:605840)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103209, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:605840
605856	scolopidium 103264 (T1LEG:605856)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:605856
605869	muscle 93025 (T1LEG:605869)	prothoracic tibial reductor muscle cell	female organism|prothoracic leg		"femur muscle 4, anterior tibia reductor muscle fiber, femoral muscle fiber"	catmaid_leg40:605869
605882	neuron 82788 (T1LEG:605882)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:605882
605894	neuron 95076 (T1LEG:605894)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103155, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:605894
605909	scolopidium 103270 (T1LEG:605909)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:605909
605922	neuron 82794 (T1LEG:605922)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:605922
605934	neuron 95082 (T1LEG:605934)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103286, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:605934
605950	neuron 101228 (T1LEG:605950)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:605950
605962	scolopidium 103276 (T1LEG:605962)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:605962
605975	neuron 80751 (T1LEG:605975)	mechanosensory neuron of prothoracic trochanter campaniform sensillum Sc-8	female organism	prothoracic leg	"TrCS8, sensory neuron, trochanteral campaniform sensillum"	catmaid_leg40:605975
605993	neuron 82800 (T1LEG:605993)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"leaves volume, femoral bristle, sensory neuron"	catmaid_leg40:605993
606006	neuron 95088 (T1LEG:606006)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103306, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:606006
606022	muscle 93042 (T1LEG:606022)	prothoracic tibial reductor muscle cell	female organism|prothoracic leg		"femur muscle 4, anterior tibia reductor muscle fiber, femoral muscle fiber"	catmaid_leg40:606022
606035	scolopidium 103281 (T1LEG:606035)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:606035
606048	neuron 101236 (T1LEG:606048)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:606048
606060	neuron 82806 (T1LEG:606060)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:606060
606072	neuron 95094 (T1LEG:606072)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103209, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:606072
606087	muscle 93048 (T1LEG:606087)	prothoracic tibial reductor muscle cell	female organism|prothoracic leg		"femur muscle 4, anterior tibia reductor muscle fiber, femoral muscle fiber"	catmaid_leg40:606087
606100	scolopidium 103286 (T1LEG:606100)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:606100
606113	scolopidium 103291 (T1LEG:606113)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:606113
606126	neuron 82812 (T1LEG:606126)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, femoral bristle"	catmaid_leg40:606126
606138	neuron 95100 (T1LEG:606138)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103239, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:606138
606153	muscle 93054 (T1LEG:606153)	prothoracic tibial reductor muscle cell	female organism|prothoracic leg		"femur muscle 4, anterior tibia reductor muscle fiber, femoral muscle fiber"	catmaid_leg40:606153
606166	neuron 101246 (T1LEG:606166)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:606166
606178	neuron 82816 (T1LEG:606178)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:606178
606190	scolopidium 103296 (T1LEG:606190)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:606190
606203	neuron 95106 (T1LEG:606203)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 120611, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:606203
606219	muscle 93061 (T1LEG:606219)	prothoracic tibial reductor muscle cell	female organism|prothoracic leg		"femur muscle 4, anterior tibia reductor muscle fiber, femoral muscle fiber"	catmaid_leg40:606219
606232	neuron 101253 (T1LEG:606232)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:606232
606244	scolopidium 103301 (T1LEG:606244)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:606244
606257	neuron 82824 (T1LEG:606257)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:606257
606269	neuron 95112 (T1LEG:606269)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103229, femoral chordotonal neuron, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:606269
606284	scolopidium 103306 (T1LEG:606284)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to distal branch of FeCO medial tendon"	catmaid_leg40:606284
606297	muscle 93067 (T1LEG:606297)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:606297
606311	muscle 213896 (T1LEG:606311)	somatic muscle cell of prothoracic leg	female organism|prothoracic leg		"trochanter muscle 2, trochanteral muscle fiber"	catmaid_leg40:606311
606323	neuron 101261 (T1LEG:606323)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:606323
606335	neuron 82830 (T1LEG:606335)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, damaged, sensory neuron"	catmaid_leg40:606335
606348	scolopidium 103311 (T1LEG:606348)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:606348
606361	neuron 101267 (T1LEG:606361)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:606361
606373	neuron 82836 (T1LEG:606373)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:606373
606385	neuron 95124 (T1LEG:606385)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103332, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:606385
606401	scolopidium 103317 (T1LEG:606401)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:606401
606414	muscle 213910 (T1LEG:606414)	somatic muscle cell of prothoracic leg	female organism|prothoracic leg		"trochanter muscle 1, trochanteral muscle fiber"	catmaid_leg40:606414
606426	neuron 82842 (T1LEG:606426)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:606426
606438	scolopidium 103322 (T1LEG:606438)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:606438
606452	scolopidium 103327 (T1LEG:606452)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:606452
606465	neuron 82848 (T1LEG:606465)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:606465
606477	muscle 93088 (T1LEG:606477)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:606477
606492	neuron 95136 (T1LEG:606492)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103332, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:606492
606507	neuron 101283 (T1LEG:606507)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:606507
606519	scolopidium 103332 (T1LEG:606519)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:606519
606532	neuron 82854 (T1LEG:606532)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, damaged, sensory neuron"	catmaid_leg40:606532
606545	neuron 80807 (T1LEG:606545)	mechanosensory neuron of prothoracic trochanter campaniform sensillum Sc-8	female organism	prothoracic leg	"trochanteral campaniform sensillum, sensory neuron, TrCS8"	catmaid_leg40:606545
606561	neuron 95142 (T1LEG:606561)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103276, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:606561
606577	neuron 101289 (T1LEG:606577)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:606577
606589	scolopidium 103337 (T1LEG:606589)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:606589
606602	neuron 82860 (T1LEG:606602)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:606602
606614	scolopidium 103343 (T1LEG:606614)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:606614
606627	neuron 95154 (T1LEG:606627)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103270, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:606627
606643	neuron 101298 (T1LEG:606643)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:606643
606655	neuron 80821 (T1LEG:606655)	mechanosensory neuron of prothoracic trochanter campaniform sensillum Sc+5	female organism	prothoracic leg	"TrCS5, sensory neuron, trochanteral campaniform sensillum"	catmaid_leg40:606655
606670	scolopidium 103349 (T1LEG:606670)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:606670
606683	neuron 82872 (T1LEG:606683)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:606683
606695	muscle 93115 (T1LEG:606695)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 4, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:606695
606708	scolopidium 103355 (T1LEG:606708)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:606708
606721	neuron 146365 (T1LEG:606721)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103461, neuron 104325, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:606721
606739	neuron 82878 (T1LEG:606739)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:606739
606751	neuron 101310 (T1LEG:606751)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:606751
606763	scolopidium 103361 (T1LEG:606763)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:606763
606776	neuron 82884 (T1LEG:606776)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:606776
606788	neuron 101316 (T1LEG:606788)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:606788
606800	scolopidium 103367 (T1LEG:606800)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:606800
606813	neuron 82890 (T1LEG:606813)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:606813
606825	neuron 101322 (T1LEG:606825)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:606825
606837	scolopidium 103372 (T1LEG:606837)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:606837
606850	neuron 101328 (T1LEG:606850)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:606850
606862	neuron 82897 (T1LEG:606862)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:606862
606874	scolopidium 103377 (T1LEG:606874)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:606874
606887	neuron 101334 (T1LEG:606887)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:606887
606899	neuron 82903 (T1LEG:606899)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:606899
606911	scolopidium 103382 (T1LEG:606911)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:606911
606924	scolopidium 103388 (T1LEG:606924)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:606924
606937	muscle 93149 (T1LEG:606937)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:606937
606950	neuron 82910 (T1LEG:606950)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:606950
606962	neuron 101341 (T1LEG:606962)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:606962
606974	scolopidium 103394 (T1LEG:606974)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:606974
606987	neuron 82916 (T1LEG:606987)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:606987
606999	muscle 93157 (T1LEG:606999)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:606999
607012	neuron 80870 (T1LEG:607012)	mechanosensory neuron of prothoracic trochanter campaniform sensillum Sc+5	female organism	prothoracic leg	"TrCS5, sensory neuron, trochanteral campaniform sensillum"	catmaid_leg40:607012
607027	scolopidium 103399 (T1LEG:607027)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607027
607040	neuron 82922 (T1LEG:607040)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607040
607052	neuron 101354 (T1LEG:607052)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:607052
607064	muscle 93164 (T1LEG:607064)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:607064
607077	scolopidium 103404 (T1LEG:607077)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607077
607090	neuron 82928 (T1LEG:607090)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607090
607102	neuron 101360 (T1LEG:607102)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron"	catmaid_leg40:607102
607114	neuron 101366 (T1LEG:607114)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron"	catmaid_leg40:607114
607126	scolopidium 103415 (T1LEG:607126)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607126
607139	muscle 93178 (T1LEG:607139)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:607139
607152	neuron 82940 (T1LEG:607152)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607152
607164	neuron 101372 (T1LEG:607164)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:607164
607176	neuron 76798 (T1LEG:607176)	leg muscle motor neuron	female organism	prothoracic leg	"coxal motor neuron, ventral nerve"	catmaid_leg40:607176
607190	scolopidium 103420 (T1LEG:607190)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607190
607203	scolopidium 103425 (T1LEG:607203)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607203
607216	neuron 82946 (T1LEG:607216)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607216
607228	neuron 101378 (T1LEG:607228)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:607228
607240	scolopidium 103430 (T1LEG:607240)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607240
607253	neuron 82952 (T1LEG:607253)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607253
607265	neuron 101384 (T1LEG:607265)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron"	catmaid_leg40:607265
607277	scolopidium 103435 (T1LEG:607277)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607277
607290	muscle 93196 (T1LEG:607290)	tibial depressor muscle cell	female organism|prothoracic leg		"femur muscle 5b, tibia flexor muscle fiber, femoral muscle fiber"	catmaid_leg40:607290
607303	neuron 82958 (T1LEG:607303)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, leaves volume, sensory neuron"	catmaid_leg40:607303
607316	neuron 101390 (T1LEG:607316)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron, leaves volume"	catmaid_leg40:607316
607329	scolopidium 103440 (T1LEG:607329)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607329
607342	neuron 82964 (T1LEG:607342)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607342
607354	scolopidium 103445 (T1LEG:607354)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607354
607367	neuron 101398 (T1LEG:607367)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:607367
607379	neuron 82970 (T1LEG:607379)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607379
607391	neuron 80923 (T1LEG:607391)	mechanosensory neuron of prothoracic trochanter campaniform sensillum Sc+5	female organism	prothoracic leg	"sensory neuron, TrCS5, trochanteral campaniform sensillum"	catmaid_leg40:607391
607407	scolopidium 103450 (T1LEG:607407)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607407
607420	neuron 146462 (T1LEG:607420)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103440, neuron 95850, femoral chordotonal neuron, attaches to FeCO lateral tendon"	catmaid_leg40:607420
607438	scolopidium 103455 (T1LEG:607438)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607438
607451	neuron 82976 (T1LEG:607451)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607451
607463	neuron 80931 (T1LEG:607463)	mechanosensory neuron of prothoracic trochanter campaniform sensillum Sc+5	female organism	prothoracic leg	"TrCS5, sensory neuron, trochanteral campaniform sensillum"	catmaid_leg40:607463
607477	neuron 101412 (T1LEG:607477)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"tibial bristle, sensory neuron"	catmaid_leg40:607477
607489	scolopidium 103461 (T1LEG:607489)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607489
607502	neuron 82982 (T1LEG:607502)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607502
607514	neuron 101418 (T1LEG:607514)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:607514
607526	scolopidium 103466 (T1LEG:607526)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607526
607539	neuron 82988 (T1LEG:607539)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607539
607551	neuron 95276 (T1LEG:607551)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103250, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:607551
607567	scolopidium 103471 (T1LEG:607567)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607567
607580	neuron 82994 (T1LEG:607580)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607580
607592	neuron 95282 (T1LEG:607592)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103281, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:607592
607608	scolopidium 103476 (T1LEG:607608)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607608
607621	neuron 83000 (T1LEG:607621)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607621
607633	neuron 95288 (T1LEG:607633)	mechanosensory neuron of prothoracic femoral chordotonal organ	female organism	prothoracic leg	"sensory neuron, innervates scolopidium 103281, femoral chordotonal neuron, attaches to proximal branch of FeCO medial tendon"	catmaid_leg40:607633
607648	scolopidium 103481 (T1LEG:607648)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607648
607661	neuron 101435 (T1LEG:607661)	prothoracic tibial bristle sensory neuron	female organism	prothoracic leg	"sensory neuron, tibial bristle"	catmaid_leg40:607661
607673	scolopidium 103486 (T1LEG:607673)	femoral chordotonal organ scolopidium	female organism|prothoracic leg		"dually-innervated scolopidium, femoral scolopidium, attaches to FeCO lateral tendon"	catmaid_leg40:607673
607686	neuron 83008 (T1LEG:607686)	prothoracic femoral bristle sensory neuron	female organism	prothoracic leg	"femoral bristle, sensory neuron"	catmaid_leg40:607686
