filename	label	is_a	part_of	dbxrefs	synonyms
12784997	Uniglomerular mALT VA1v adPN#L4 (skeleton_id:12784997)	neuron	female organism|adult brain	catmaid_fafb:12784997	Uniglomerular mALT VA1v adPN 12784998 RJVR XZ
12790425	Uniglomerular mALT DM6 adPN#L3 (skeleton_id:12790425)	neuron	female organism|adult brain	catmaid_fafb:12790425	Uniglomerular mALT DM6 adPN 12790426 XZ
12795588	Uniglomerular mALT VM5v adPN#L3 (skeleton_id:12795588)	neuron	female organism|adult brain	catmaid_fafb:12795588	Uniglomerular mALT VM5v adPN 12795589 XZ
12798240	Uniglomerular mALT VA1v adPN#L2 (skeleton_id:12798240)	neuron	female organism|adult brain	catmaid_fafb:12798240	Uniglomerular mALT VA1v adPN 12798241 ZX
12820972	Uniglomerular mALT VM5d adPN#L2 (skeleton_id:12820972)	neuron	female organism|adult brain	catmaid_fafb:12820972	Uniglomerular mALT VM5d adPN 12820973 XZ hau5
13272860	Uniglomerular mlALT DP1m vPN#L2 (skeleton_id:13272860)	neuron	female organism|adult brain	catmaid_fafb:13272860	Uniglomerular mlALT DP1m vPN 13272861 XZ
13272939	Uniglomerular mlALT DP1m vPN#L1 (skeleton_id:13272939)	neuron	female organism|adult brain	catmaid_fafb:13272939	Uniglomerular mlALT DP1m vPN 13272940 XZ
13565080	LHCENT2#1 (skeleton_id:13565080)	neuron	female organism|adult brain	catmaid_fafb:13565080	LHCENT2#1 13565081 Hoodwink ASB
14003783	Uniglomerular mALT VP5 + SEZ adPN#R1 (skeleton_id:14003783)	neuron	female organism|adult brain	catmaid_fafb:14003783	Uniglomerular mALT VP5 + SEZ adPN 57472 LK ECM
14375426	Uniglomerular mALT DL2d adPN#L4 (skeleton_id:14375426)	neuron	female organism|adult brain	catmaid_fafb:14375426	Uniglomerular mALT DL2d adPN 14375427
14447818	Uniglomerular mALT VM5v adPN#L2 (skeleton_id:14447818)	neuron	female organism|adult brain	catmaid_fafb:14447818	Uniglomerular mALT VM5v adPN 14447819
15738898	LHAV4a3#1 (skeleton_id:15738898)	neuron	female organism|adult brain	catmaid_fafb:15738898	LHAV4a3#1 15738899 Chicken ASB
