Template	Painted_domain	Instances	Anatomy
Adult T1 Leg (Kuan2020)_c	prothoracic femur	1	['prothoracic femur']
Adult T1 Leg (Kuan2020)_c	L-T1 leg neuropil	1	['adult T1 leg neuropil']
Adult T1 Leg (Kuan2020)_c	R-T1 leg neuropil	1	['adult T1 leg neuropil']
Adult T1 Leg (Kuan2020)_c	prothoracic tibia	1	['prothoracic tibia']
BrainName standard - Ito half brain c	adult maxillary nerve on adult brain template Ito2014	1	['adult maxillary nerve']
BrainName standard - Ito half brain c	superior ellipsoid commissure on adult brain template Ito2014	1	['superior ellipsoid commissure']
BrainName standard - Ito half brain c	superior posterior slope on adult brain template Ito2014	1	['superior posterior slope']
BrainName standard - Ito half brain c	vest on adult brain template Ito2014	1	['vest']
BrainName standard - Ito half brain c	fan-shaped body on adult brain template Ito2014	1	['fan-shaped body']
BrainName standard - Ito half brain c	nodulus on adult brain template Ito2014	1	['nodulus']
BrainName standard - Ito half brain c	inferior fiber system on adult brain template Ito2014	1	['adult inferior fiber system']
BrainName standard - Ito half brain c	lateral horn on adult brain template Ito2014	1	['adult lateral horn']
BrainName standard - Ito half brain c	superior medial protocerebrum on adult brain template Ito2014	1	['superior medial protocerebrum']
BrainName standard - Ito half brain c	posterior optic commissure on adult brain template Ito2014	1	['posterior optic commissure']
BrainName standard - Ito half brain c	wedge commissure on adult brain template Ito2014	1	['wedge commissure']
BrainName standard - Ito half brain c	superior posterior lateral protocerebrum commissure on adult brain template Ito2014	1	['adult superior posterior lateral protocerebrum commissure']
BrainName standard - Ito half brain c	medial lobe of adult mushroom body on adult brain template Ito2014	1	['medial lobe of adult mushroom body']
BrainName standard - Ito half brain c	pedunculus of adult mushroom body on adult brain template Ito2014	1	['pedunculus of adult mushroom body']
BrainName standard - Ito half brain c	superior antennal lobe commissure on adult brain template Ito2014	1	['adult superior antennal lobe commissure']
BrainName standard - Ito half brain c	medulla on adult brain template Ito2014	1	['medulla']
BrainName standard - Ito half brain c	superior lateral protocerebrum on adult brain template Ito2014	1	['superior lateral protocerebrum']
BrainName standard - Ito half brain c	posterior lateral protocerebrum on adult brain template Ito2014	1	['posterior lateral protocerebrum']
BrainName standard - Ito half brain c	medial antennal lobe tract on adult brain template Ito2014	1	['adult medial antennal lobe tract']
BrainName standard - Ito half brain c	pyriform fascicle on adult brain template Ito2014	1	['pyriform fascicle']
BrainName standard - Ito half brain c	antler on adult brain template Ito2014	1	['antler']
BrainName standard - Ito half brain c	saddle on adult brain template Ito2014	1	['saddle']
BrainName standard - Ito half brain c	flange on adult brain template Ito2014	1	['flange']
BrainName standard - Ito half brain c	superior fiber system on adult brain template Ito2014	1	['adult superior fiber system']
BrainName standard - Ito half brain c	adult antennal lobe on adult brain template Ito2014	1	['adult antennal lobe']
BrainName standard - Ito half brain c	anterior optic tract on adult brain template Ito2014	1	['adult anterior optic tract']
BrainName standard - Ito half brain c	lobula plate on adult brain template Ito2014	1	['lobula plate']
BrainName standard - Ito half brain c	posterior cerebro-cervical fascicle on adult brain template Ito2014	1	['posterior cerebro-cervical fascicle']
BrainName standard - Ito half brain c	antenno-subesophageal tract on adult brain template Ito2014	1	['adult antenno-subesophageal tract']
BrainName standard - Ito half brain c	lateral accessory lobe commissure on adult brain template Ito2014	1	['adult lateral accessory lobe commissure']
BrainName standard - Ito half brain c	anterior dorsal commissure on adult brain template Ito2014	1	['adult anterior dorsal commissure']
BrainName standard - Ito half brain c	crepine on adult brain template Ito2014	1	['adult crepine']
BrainName standard - Ito half brain c	lateral equatorial fascicle on adult brain template Ito2014	1	['adult lateral equatorial fascicle']
BrainName standard - Ito half brain c	giant fiber neuron on adult brain template Ito2014	1	['giant fiber neuron']
BrainName standard - Ito half brain c	prow on adult brain template Ito2014	1	['prow']
BrainName standard - Ito half brain c	mediolateral antennal lobe tract on adult brain template Ito2014	1	['adult mediolateral antennal lobe tract']
BrainName standard - Ito half brain c	superior intermediate protocerebrum on adult brain template Ito2014	1	['superior intermediate protocerebrum']
BrainName standard - Ito half brain c	calyx of adult mushroom body on adult brain template Ito2014	1	['calyx of adult mushroom body']
BrainName standard - Ito half brain c	labro_frontal_nerve - painted domain, BrainName pu	1	['adult labro-frontal nerve']
BrainName standard - Ito half brain c	posterior ventrolateral protocerebrum on adult brain template Ito2014	1	['posterior ventrolateral protocerebrum']
BrainName standard - Ito half brain c	lobula on adult brain template Ito2014	1	['lobula']
BrainName standard - Ito half brain c	ellipsoid body on adult brain template Ito2014	1	['ellipsoid body']
BrainName standard - Ito half brain c	mushroom body accessory calyx on adult brain template Ito2014	1	['adult mushroom body dorsal accessory calyx']
BrainName standard - Ito half brain c	vertical lobe of adult mushroom body on adult brain template Ito2014	1	['vertical lobe of adult mushroom body']
BrainName standard - Ito half brain c	superior AMMC commissure on adult brain template Ito2014	1	['superior AMMC commissure']
BrainName standard - Ito half brain c	anterior superior lateral protocerebrum fascicle on adult brain template Ito2014	1	['adult anterior superior lateral protocerebrum fascicle']
BrainName standard - Ito half brain c	median bundle on adult brain template Ito2014	1	['adult median bundle']
BrainName standard - Ito half brain c	anterior cerebro-cervical fascicle on adult brain template Ito2014	1	['anterior cerebro-cervical fascicle']
BrainName standard - Ito half brain c	anterior ventrolateral protocerebrum on adult brain template Ito2014	1	['anterior ventrolateral protocerebrum']
BrainName standard - Ito half brain c	superior clamp on adult brain template Ito2014	1	['superior clamp']
BrainName standard - Ito half brain c	great commissure on adult brain template Ito2014	1	['adult great commissure']
BrainName standard - Ito half brain c	wedge on adult brain template Ito2014	1	['wedge']
BrainName standard - Ito half brain c	epaulette on adult brain template Ito2014	1	['epaulette']
BrainName standard - Ito half brain c	adult gnathal ganglion on adult brain template Ito2014	1	['adult gnathal ganglion']
BrainName standard - Ito half brain c	anterior optic tubercle on adult brain template Ito2014	1	['anterior optic tubercle']
BrainName standard - Ito half brain c	medial cerebro-cervical fascicle on adult brain template Ito2014	1	['medial cerebro-cervical fascicle']
BrainName standard - Ito half brain c	medial equatorial fascicle on adult brain template Ito2014	1	['adult medial equatorial fascicle']
BrainName standard - Ito half brain c	inferior posterior slope on adult brain template Ito2014	1	['inferior posterior slope']
BrainName standard - Ito half brain c	inferior antennal lobe commissure on adult brain template Ito2014	1	['adult inferior antennal lobe commissure']
BrainName standard - Ito half brain c	posterior lateral fascicle on adult brain template Ito2014	1	['adult posterior lateral fascicle']
BrainName standard - Ito half brain c	protocerebral bridge on adult brain template Ito2014	1	['protocerebral bridge']
BrainName standard - Ito half brain c	posterior posteriolateral protocerebral commissure on adult brain template Ito2014	1	['adult posterior posterior lateral protocerebrum commissure']
BrainName standard - Ito half brain c	accessory medulla on adult brain template Ito2014	1	['accessory medulla']
BrainName standard - Ito half brain c	antennal mechanosensory and motor center on adult brain template Ito2014	1	['antennal mechanosensory and motor center']
BrainName standard - Ito half brain c	inferior clamp on adult brain template Ito2014	1	['inferior clamp']
BrainName standard - Ito half brain c	gorget on adult brain template Ito2014	1	['gorget']
BrainName standard - Ito half brain c	cantle on adult brain template Ito2014	1	['cantle']
BrainName standard - Ito half brain c	vertical ventrolateral protocerebral fascicle on adult brain template Ito2014	1	['vertical ventrolateral protocerebral fascicle']
BrainName standard - Ito half brain c	inferior bridge on adult brain template Ito2014	1	['inferior bridge']
BrainName standard - Ito half brain c	lateral cerebro-cervical fascicle on adult brain template Ito2014	1	['lateral cerebro-cervical fascicle']
BrainName standard - Ito half brain c	bulb on adult brain template Ito2014	1	['bulb']
BrainName standard - Ito half brain c	lateral accessory lobe on adult brain template Ito2014	1	['adult lateral accessory lobe']
BrainName standard - Ito half brain c	lateral antennal lobe tract on adult brain template Ito2014	1	['adult lateral antennal lobe tract']
BrainName standard - Ito half brain c	horizontal ventrolateral protocerebral fascicle on adult brain template Ito2014	2	['horizontal ventrolateral protocerebral fascicle', 'horizontal ventrolateral protocerebral fascicle']
JFRC2_template_c	posterior slope on adult brain template JFRC2	1	['posterior slope']
JFRC2_template_c	inferior posterior slope on adult brain template JFRC2	1	['inferior posterior slope']
JFRC2_template_c	adult central complex on adult brain template JFRC2	1	['adult central complex']
JFRC2_template_c	inferior neuropils on adult brain template JFRC2	1	['inferior neuropils']
JFRC2_template_c	vertical lobe of adult mushroom body on adult brain template JFRC2	1	['vertical lobe of adult mushroom body']
JFRC2_template_c	adult gnathal ganglion on adult brain template JFRC2	1	['adult gnathal ganglion']
JFRC2_template_c	medulla on adult brain template JFRC2	1	['medulla']
JFRC2_template_c	ventrolateral neuropils on adult brain template JFRC2	1	['ventrolateral neuropils']
JFRC2_template_c	bulb on adult brain template JFRC2	1	['bulb']
JFRC2_template_c	inferior bridge on adult brain template JFRC2	1	['inferior bridge']
JFRC2_template_c	anterior ventrolateral protocerebrum on adult brain template JFRC2	1	['anterior ventrolateral protocerebrum']
JFRC2_template_c	gorget on adult brain template JFRC2	1	['gorget']
JFRC2_template_c	ventrolateral protocerebrum on adult brain template JFRC2	1	['ventrolateral protocerebrum']
JFRC2_template_c	nodulus on adult brain template JFRC2	1	['nodulus']
JFRC2_template_c	lateral accessory lobe on adult brain template JFRC2	1	['adult lateral accessory lobe']
JFRC2_template_c	superior neuropils on adult brain template JFRC2	1	['superior neuropils']
JFRC2_template_c	central body on adult brain template JFRC2	1	['central body']
JFRC2_template_c	medial lobe of adult mushroom body on adult brain template JFRC2	1	['medial lobe of adult mushroom body']
JFRC2_template_c	flange on adult brain template JFRC2	1	['flange']
JFRC2_template_c	epaulette on adult brain template JFRC2	1	['epaulette']
JFRC2_template_c	ellipsoid body on adult brain template JFRC2	1	['ellipsoid body']
JFRC2_template_c	superior medial protocerebrum on adult brain template JFRC2	1	['superior medial protocerebrum']
JFRC2_template_c	cantle on adult brain template JFRC2	1	['cantle']
JFRC2_template_c	accessory medulla on adult brain template JFRC2	1	['accessory medulla']
JFRC2_template_c	posterior lateral protocerebrum on adult brain template JFRC2	1	['posterior lateral protocerebrum']
JFRC2_template_c	adult cerebral ganglion on adult brain template JFRC2	1	['adult cerebral ganglion']
JFRC2_template_c	ventral complex on adult brain template JFRC2	1	['ventral complex']
JFRC2_template_c	posterior ventrolateral protocerebrum on adult brain template JFRC2	1	['posterior ventrolateral protocerebrum']
JFRC2_template_c	lobula on adult brain template JFRC2	1	['lobula']
JFRC2_template_c	pedunculus of adult mushroom body on adult brain template JFRC2	1	['pedunculus of adult mushroom body']
JFRC2_template_c	lateral complex on adult brain template JFRC2	1	['lateral complex']
JFRC2_template_c	wedge on adult brain template JFRC2	1	['wedge']
JFRC2_template_c	PB on adult brain template JFRC2	1	['protocerebral bridge']
JFRC2_template_c	anterior optic tubercle on adult brain template JFRC2	1	['anterior optic tubercle']
JFRC2_template_c	superior clamp on adult brain template JFRC2	1	['superior clamp']
JFRC2_template_c	superior lateral protocerebrum on adult brain template JFRC2	1	['superior lateral protocerebrum']
JFRC2_template_c	gall on adult brain template JFRC2	1	['gall']
JFRC2_template_c	inferior clamp on adult brain template JFRC2	1	['inferior clamp']
JFRC2_template_c	superior posterior slope on adult brain template JFRC2	1	['superior posterior slope']
JFRC2_template_c	saddle on adult brain template JFRC2	1	['saddle']
JFRC2_template_c	lateral horn on adult brain template JFRC2	1	['adult lateral horn']
JFRC2_template_c	crepine on adult brain template JFRC2	1	['adult crepine']
JFRC2_template_c	clamp on adult brain template JFRC2	1	['clamp']
JFRC2_template_c	adult mushroom body on adult brain template JFRC2	1	['adult mushroom body']
JFRC2_template_c	lobe system of adult mushroom body on adult brain template JFRC2	1	['lobe system of adult mushroom body']
JFRC2_template_c	prow on adult brain template JFRC2	1	['prow']
JFRC2_template_c	fan-shaped body on adult brain template JFRC2	1	['fan-shaped body']
JFRC2_template_c	SIP on adult brain template JFRC2	1	['superior intermediate protocerebrum']
JFRC2_template_c	ventromedial neuropils on adult brain template JFRC2	1	['ventromedial neuropils']
JFRC2_template_c	antennal mechanosensory and motor center on adult brain template JFRC2	1	['antennal mechanosensory and motor center']
JFRC2_template_c	lobula complex on adult brain template JFRC2	1	['lobula complex']
JFRC2_template_c	adult subesophageal zone on adult brain template JFRC2	1	['adult subesophageal zone']
JFRC2_template_c	calyx of adult mushroom body on adult brain template JFRC2	1	['calyx of adult mushroom body']
JFRC2_template_c	antler on adult brain template JFRC2	1	['antler']
JFRC2_template_c	lobula plate on adult brain template JFRC2	1	['lobula plate']
JFRC2_template_c	optic lobe on adult brain template JFRC2	1	['adult optic lobe']
JFRC2_template_c	adult antennal lobe on adult brain template JFRC2	1	['adult antennal lobe']
JFRC2_template_c	vest on adult brain template JFRC2	1	['vest']
JRC2018UnisexVNC_c	adult mesothoracic neuromere on adult VNC, JRC2018VU	1	['adult mesothoracic neuromere']
JRC2018UnisexVNC_c	ITD_L (COURT) on JRC2018UnisexVNC	1	['intermediate tract of dorsal cervical fasciculus']
JRC2018UnisexVNC_c	wing tectulum on adult VNC, JRC2018VU	1	['wing neuropil']
JRC2018UnisexVNC_c	AbNT(L) on JRC2018UnisexVNC	1	['neuron projection bundle of adult ventral nerve cord', 'adult abdominal nerve trunk']
JRC2018UnisexVNC_c	neck tectulum on adult VNC, JRC2018VU	1	['synaptic neuropil domain']
JRC2018UnisexVNC_c	LTct (MANC) on JRC2018UnisexVNC	1	['lower tectulum']
JRC2018UnisexVNC_c	adult metathoracic neuromere on adult VNC, JRC2018VU	1	['adult metathoracic neuromere']
JRC2018UnisexVNC_c	type-I_MTD_L on JRC2018UnisexVNC	1	['adult median tract of dorsal cervical fasciculus I']
JRC2018UnisexVNC_c	LTct (COURT) on JRC2018UnisexVNC	1	['lower tectulum']
JRC2018UnisexVNC_c	DLT_L (MANC) on JRC2018UnisexVNC	1	['dorsal lateral tract of dorsal cervical fasciculus']
JRC2018UnisexVNC_c	LNp_T3_L on JRC2018UnisexVNC	1	['adult T3 leg neuropil']
JRC2018UnisexVNC_c	MDT on JRC2018UnisexVNC	1	['median dorsal abdominal tract']
JRC2018UnisexVNC_c	HTct on JRC2018UnisexVNC	1	['haltere neuropil']
JRC2018UnisexVNC_c	PrN(R) on JRC2018UnisexVNC	3	['adult prosternal nerve', 'neuron projection bundle of adult ventral nerve cord', 'neuron projection bundle of adult ventral nerve cord', 'adult prosternal nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult prosternal nerve']
JRC2018UnisexVNC_c	LegNp(T1)(R) on JRC2018UnisexVNC	2	['adult T1 leg neuropil', 'adult T1 leg neuropil']
JRC2018UnisexVNC_c	MesoLN(R) on JRC2018UnisexVNC	3	['adult mesothoracic leg nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult mesothoracic leg nerve', 'neuron projection bundle of adult ventral nerve cord', 'neuron projection bundle of adult ventral nerve cord', 'adult mesothoracic leg nerve']
JRC2018UnisexVNC_c	MDA_R on JRC2018UnisexVNC	1	['median dorsal abdominal tract']
JRC2018UnisexVNC_c	WTct on JRC2018UnisexVNC	1	['wing neuropil']
JRC2018UnisexVNC_c	cervical_connective on JRC2018UnisexVNC	1	['neuron projection bundle of adult ventral nerve cord', 'adult cervical connective']
JRC2018UnisexVNC_c	lower tectulum on adult VNC, JRC2018VU	1	['lower tectulum']
JRC2018UnisexVNC_c	mVAC on JRC2018UnisexVNC	1	['medial ventral association center']
JRC2018UnisexVNC_c	MesoAN(L) on JRC2018UnisexVNC	3	['adult mesothoracic accessory nerve', 'neuron projection bundle of adult ventral nerve cord', 'neuron projection bundle of adult ventral nerve cord', 'adult mesothoracic accessory nerve', 'adult mesothoracic accessory nerve', 'neuron projection bundle of adult ventral nerve cord']
JRC2018UnisexVNC_c	mVAC(T3)(L) on JRC2018UnisexVNC	2	['T3 medial ventral association center', 'T3 medial ventral association center']
JRC2018UnisexVNC_c	LTct on JRC2018UnisexVNC	2	['lower tectulum', 'lower tectulum']
JRC2018UnisexVNC_c	mVAC_T3_L on JRC2018UnisexVNC	1	['T3 medial ventral association center']
JRC2018UnisexVNC_c	CvN(L) on JRC2018UnisexVNC	3	['neuron projection bundle of adult ventral nerve cord', 'adult cervical nerve', 'adult cervical nerve', 'neuron projection bundle of adult ventral nerve cord', 'neuron projection bundle of adult ventral nerve cord', 'adult cervical nerve']
JRC2018UnisexVNC_c	ProCN(L) on JRC2018UnisexVNC	3	['neuron projection bundle of adult ventral nerve cord', 'adult prothoracic chordotonal nerve', 'adult prothoracic chordotonal nerve', 'neuron projection bundle of adult ventral nerve cord', 'neuron projection bundle of adult ventral nerve cord', 'adult prothoracic chordotonal nerve']
JRC2018UnisexVNC_c	ProNM-T1 on JRC2018UnisexVNC	1	['adult prothoracic neuromere']
JRC2018UnisexVNC_c	DLV_R (COURT) on JRC2018UnisexVNC	1	['dorsal lateral tract of ventral cervical fasciculus']
JRC2018UnisexVNC_c	mVAC_T3_R on JRC2018UnisexVNC	1	['T3 medial ventral association center']
JRC2018UnisexVNC_c	AMNP on JRC2018UnisexVNC	1	['adult accessory mesothoracic neuropil']
JRC2018UnisexVNC_c	AbN2(R) on JRC2018UnisexVNC	3	['neuron projection bundle of adult ventral nerve cord', 'adult second abdominal nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult second abdominal nerve', 'adult second abdominal nerve', 'neuron projection bundle of adult ventral nerve cord']
JRC2018UnisexVNC_c	medial ventral association center on adult VNC, JRC2018VU	1	['medial ventral association center']
JRC2018UnisexVNC_c	ITD haltere chiasma on adult VNC, JRC2018VU	1	['adult metathoracic anterior intermediate commissure']
JRC2018UnisexVNC_c	MetaLN(R) on JRC2018UnisexVNC	3	['adult metathoracic leg nerve', 'neuron projection bundle of adult ventral nerve cord', 'neuron projection bundle of adult ventral nerve cord', 'adult metathoracic leg nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult metathoracic leg nerve']
JRC2018UnisexVNC_c	CVL_L on JRC2018UnisexVNC	1	['adult curved ventrolateral tract']
JRC2018UnisexVNC_c	ProLN(L) on JRC2018UnisexVNC	3	['neuron projection bundle of adult ventral nerve cord', 'adult prothoracic leg nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult prothoracic leg nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult prothoracic leg nerve']
JRC2018UnisexVNC_c	CvN(R) on JRC2018UnisexVNC	3	['neuron projection bundle of adult ventral nerve cord', 'adult cervical nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult cervical nerve', 'adult cervical nerve', 'neuron projection bundle of adult ventral nerve cord']
JRC2018UnisexVNC_c	IntTct (COURT) on JRC2018UnisexVNC	1	['intermediate tectulum']
JRC2018UnisexVNC_c	ITD-HT_R on JRC2018UnisexVNC	1	['haltere tract']
JRC2018UnisexVNC_c	AbN2(L) on JRC2018UnisexVNC	3	['adult second abdominal nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult second abdominal nerve', 'neuron projection bundle of adult ventral nerve cord', 'neuron projection bundle of adult ventral nerve cord', 'adult second abdominal nerve']
JRC2018UnisexVNC_c	Ov(L) on JRC2018UnisexVNC	2	['adult accessory mesothoracic neuropil', 'adult accessory mesothoracic neuropil']
JRC2018UnisexVNC_c	LNp_T2_R on JRC2018UnisexVNC	1	['adult T2 leg neuropil']
JRC2018UnisexVNC_c	AbNT on JRC2018UnisexVNC	2	['neuron projection bundle of adult ventral nerve cord', 'adult abdominal nerve trunk', 'adult abdominal nerve trunk', 'neuron projection bundle of adult ventral nerve cord']
JRC2018UnisexVNC_c	ADMN(L) on JRC2018UnisexVNC	3	['adult anterior dorsal mesothoracic nerve', 'neuron projection bundle of adult ventral nerve cord', 'neuron projection bundle of adult ventral nerve cord', 'adult anterior dorsal mesothoracic nerve', 'adult anterior dorsal mesothoracic nerve', 'neuron projection bundle of adult ventral nerve cord']
JRC2018UnisexVNC_c	CV on JRC2018UnisexVNC	1	['adult cervical connective', 'neuron projection bundle of adult ventral nerve cord']
JRC2018UnisexVNC_c	MesoLN(L) on JRC2018UnisexVNC	3	['adult mesothoracic leg nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult mesothoracic leg nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult mesothoracic leg nerve', 'neuron projection bundle of adult ventral nerve cord']
JRC2018UnisexVNC_c	AbN1(L) on JRC2018UnisexVNC	3	['adult first abdominal nerve', 'neuron projection bundle of adult ventral nerve cord', 'neuron projection bundle of adult ventral nerve cord', 'adult first abdominal nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult first abdominal nerve']
JRC2018UnisexVNC_c	AbN4(L) on JRC2018UnisexVNC	3	['adult fourth abdominal nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult fourth abdominal nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult fourth abdominal nerve', 'neuron projection bundle of adult ventral nerve cord']
JRC2018UnisexVNC_c	intermediate tract of dorsal cervical fasciculus on adult VNC, JRC2018VU	1	['intermediate tract of dorsal cervical fasciculus']
JRC2018UnisexVNC_c	ProLN(R) on JRC2018UnisexVNC	3	['neuron projection bundle of adult ventral nerve cord', 'adult prothoracic leg nerve', 'adult prothoracic leg nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult prothoracic leg nerve', 'neuron projection bundle of adult ventral nerve cord']
JRC2018UnisexVNC_c	AbN3(L) on JRC2018UnisexVNC	3	['adult third abdominal nerve', 'neuron projection bundle of adult ventral nerve cord', 'neuron projection bundle of adult ventral nerve cord', 'adult third abdominal nerve', 'adult third abdominal nerve', 'neuron projection bundle of adult ventral nerve cord']
JRC2018UnisexVNC_c	type-III_MTD_R on JRC2018UnisexVNC	1	['adult median tract of dorsal cervical fasciculus III']
JRC2018UnisexVNC_c	HTct(UTct-T3)(L) on JRC2018UnisexVNC	2	['haltere neuropil', 'haltere neuropil']
JRC2018UnisexVNC_c	WTct(UTct-T2)(R) on JRC2018UnisexVNC	2	['wing neuropil', 'wing neuropil']
JRC2018UnisexVNC_c	MetaLN(L) on JRC2018UnisexVNC	3	['neuron projection bundle of adult ventral nerve cord', 'adult metathoracic leg nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult metathoracic leg nerve', 'adult metathoracic leg nerve', 'neuron projection bundle of adult ventral nerve cord']
JRC2018UnisexVNC_c	ANm on JRC2018UnisexVNC	3	['adult abdominal neuromere', 'adult abdominal neuromere', 'adult abdominal neuromere']
JRC2018UnisexVNC_c	AMNp_R on JRC2018UnisexVNC	1	['adult accessory mesothoracic neuropil']
JRC2018UnisexVNC_c	dorsal lateral tract on adult VNC, JRC2018VU	1	['dorsal lateral tract of dorsal cervical fasciculus']
JRC2018UnisexVNC_c	AbN3(R) on JRC2018UnisexVNC	3	['adult third abdominal nerve', 'neuron projection bundle of adult ventral nerve cord', 'neuron projection bundle of adult ventral nerve cord', 'adult third abdominal nerve', 'adult third abdominal nerve', 'neuron projection bundle of adult ventral nerve cord']
JRC2018UnisexVNC_c	PDMN(L) on JRC2018UnisexVNC	3	['adult posterior dorsal mesothoracic nerve', 'neuron projection bundle of adult ventral nerve cord', 'neuron projection bundle of adult ventral nerve cord', 'adult posterior dorsal mesothoracic nerve', 'adult posterior dorsal mesothoracic nerve', 'neuron projection bundle of adult ventral nerve cord']
JRC2018UnisexVNC_c	LegNp(T3)(R) on JRC2018UnisexVNC	2	['adult T3 leg neuropil', 'adult T3 leg neuropil']
JRC2018UnisexVNC_c	ventral median tract of ventral cervical fasciculus on adult VNC, JRC2018VU	1	['ventral median tract of ventral cervical fasciculus']
JRC2018UnisexVNC_c	NTct(UTct-T1)(L) on JRC2018UnisexVNC	2	['neck neuropil', 'neck neuropil']
JRC2018UnisexVNC_c	type-II_MTD_L on JRC2018UnisexVNC	1	['adult median tract of dorsal cervical fasciculus II']
JRC2018UnisexVNC_c	CVL_R on JRC2018UnisexVNC	1	['adult curved ventrolateral tract']
JRC2018UnisexVNC_c	MesoNM-T2 on JRC2018UnisexVNC	1	['adult mesothoracic neuromere']
JRC2018UnisexVNC_c	mVAC_T2_L on JRC2018UnisexVNC	1	['T2 medial ventral association center']
JRC2018UnisexVNC_c	IntTct on JRC2018UnisexVNC	2	['intermediate tectulum', 'intermediate tectulum']
JRC2018UnisexVNC_c	WTct_UTct_T2_R on JRC2018UnisexVNC	1	['wing neuropil']
JRC2018UnisexVNC_c	HTct_UTct_T3_L on JRC2018UnisexVNC	1	['haltere neuropil']
JRC2018UnisexVNC_c	DLV_R (MANC) on JRC2018UnisexVNC	1	['dorsal lateral tract of ventral cervical fasciculus']
JRC2018UnisexVNC_c	ITD_R (COURT) on JRC2018UnisexVNC	1	['intermediate tract of dorsal cervical fasciculus']
JRC2018UnisexVNC_c	mVAC(T1)(R) on JRC2018UnisexVNC	2	['T1 medial ventral association center', 'T1 medial ventral association center']
JRC2018UnisexVNC_c	adult prothoracic neuromere on adult VNC, JRC2018VU	1	['adult prothoracic neuromere']
JRC2018UnisexVNC_c	intermediate tectulum on adult VNC, JRC2018VU	1	['intermediate tectulum']
JRC2018UnisexVNC_c	LegNp(T1)(L) on JRC2018UnisexVNC	2	['adult T1 leg neuropil', 'adult T1 leg neuropil']
JRC2018UnisexVNC_c	mVAC_T2_R on JRC2018UnisexVNC	1	['T2 medial ventral association center']
JRC2018UnisexVNC_c	VLT_L (MANC) on JRC2018UnisexVNC	1	['ventral lateral tract of ventral cervical fasciculus']
JRC2018UnisexVNC_c	commissure of Fine Fibers of the ITD on adult VNC, JRC2018VU	1	['commissure of fine fibers of the ITD']
JRC2018UnisexVNC_c	MetaNM-T3 on JRC2018UnisexVNC	1	['adult metathoracic neuromere']
JRC2018UnisexVNC_c	DLT_L (COURT) on JRC2018UnisexVNC	1	['dorsal lateral tract of dorsal cervical fasciculus']
JRC2018UnisexVNC_c	IntTct (MANC) on JRC2018UnisexVNC	1	['intermediate tectulum']
JRC2018UnisexVNC_c	dorsal lateral tract of ventral cervical fasciculus on adult VNC, JRC2018VU	1	['dorsal lateral tract of ventral cervical fasciculus']
JRC2018UnisexVNC_c	ITD-CFF_L on JRC2018UnisexVNC	1	['commissure of fine fibers of the ITD']
JRC2018UnisexVNC_c	HTct_UTct_T3_R on JRC2018UnisexVNC	1	['haltere neuropil']
JRC2018UnisexVNC_c	LNp_T1_R on JRC2018UnisexVNC	1	['adult T1 leg neuropil']
JRC2018UnisexVNC_c	DMT_R on JRC2018UnisexVNC	1	['adult dorsal median tract']
JRC2018UnisexVNC_c	WTct_UTct_T2_L on JRC2018UnisexVNC	1	['wing neuropil']
JRC2018UnisexVNC_c	ABDNM on JRC2018UnisexVNC	1	['adult abdominal neuromere']
JRC2018UnisexVNC_c	vnc_neuropil on JRC2018UnisexVNC	1	['adult ventral nerve cord']
JRC2018UnisexVNC_c	DLT_R (COURT) on JRC2018UnisexVNC	1	['dorsal lateral tract of dorsal cervical fasciculus']
JRC2018UnisexVNC_c	VLT_R (MANC) on JRC2018UnisexVNC	1	['ventral lateral tract of ventral cervical fasciculus']
JRC2018UnisexVNC_c	dorsal median tract on adult VNC, JRC2018VU	1	['adult dorsal median tract']
JRC2018UnisexVNC_c	VProN(L) on JRC2018UnisexVNC	3	['neuron projection bundle of adult ventral nerve cord', 'adult ventral prothoracic nerve', 'adult ventral prothoracic nerve', 'neuron projection bundle of adult ventral nerve cord', 'neuron projection bundle of adult ventral nerve cord', 'adult ventral prothoracic nerve']
JRC2018UnisexVNC_c	ADMN(R) on JRC2018UnisexVNC	3	['adult anterior dorsal mesothoracic nerve', 'neuron projection bundle of adult ventral nerve cord', 'adult anterior dorsal mesothoracic nerve', 'neuron projection bundle of adult ventral nerve cord', 'neuron projection bundle of adult ventral nerve cord', 'adult anterior dorsal mesothoracic nerve']
JRC2018UnisexVNC_c	type-II_MTD_R on JRC2018UnisexVNC	1	['adult median tract of dorsal cervical fasciculus II']
JRC2018UnisexVNC_c	ITD_L (MANC) on JRC2018UnisexVNC	1	['intermediate tract of dorsal cervical fasciculus']
